Temperature,Humidity,CO2,Occupancy Count,External Temperature,Kp,Ki,Kd,Fuzzy Adjustment Factor,HVAC Power Consumption,Cooling Heating Output,Response Time,Energy Efficiency,HVAC Efficiency
18.89460772,50.14307585,732.5823194,44,28.57806453,2.252373306,0.130352535,0.479502354,1.194694506,2.508664575,-0.55056736,21.00607088,89.82358705,2
29.84264324,65.76218421,875.6787632,42,34.07999422,0.761132133,0.416629648,0.35612275,1.19967359,7.465984746,-1.945302113,18.89516482,96.42534942,2
27.26693723,67.45371014,735.9886388,41,28.08579656,1.89865457,0.332339205,0.311992279,0.954377385,9.883144088,0.845237491,22.50440945,94.26541172,2
20.38458818,62.29483759,522.3966293,23,20.54634262,1.819754694,0.10747242,0.304879891,1.117239487,7.49912575,-1.179186281,25.8882032,93.37510413,2
18.06626541,55.42373928,775.5414013,4,29.82529979,1.589927629,0.935738227,0.411923634,0.911649992,4.636949367,-0.900558316,13.16192071,92.46540749,2
27.78553714,42.14883814,952.7342576,34,30.73637129,1.310209588,0.382246717,0.281191483,0.857206689,6.052251,-1.687423254,27.31979495,87.32071263,2
26.48228813,69.31779686,1039.427046,3,21.33567893,1.794136683,0.552047576,0.173551499,1.055981551,9.942548706,1.119981747,6.915590032,94.34585996,2
26.74808602,40.96544669,794.6610214,34,33.11472457,1.600184563,0.624345848,0.485513007,0.990759507,5.831253214,-1.017761591,20.88996658,85.77204389,2
27.25524416,38.10627688,532.1903122,41,5.905105792,1.045251279,0.649431781,0.033744494,1.037474529,8.302264163,1.05124096,12.65707244,95.15604903,2
18.88853582,47.68616455,731.7501677,12,5.302880295,0.709230853,0.514234655,0.336020636,0.946519795,3.458555976,-1.902403039,23.68600488,97.3417204,2
22.30158874,32.27362283,1029.035143,36,7.443780925,1.27329733,0.634446454,0.296957094,0.920820557,8.726824258,0.578941462,5.192326463,85.88162426,1
19.39042871,69.13977859,730.2874165,31,6.735731464,1.524872234,0.776584904,0.323183344,1.171116119,3.41078953,-1.518067613,25.76234611,93.1440901,2
28.35724111,53.53734226,957.2246349,44,17.73832963,1.517030751,0.956880126,0.324681307,1.153403944,9.949143462,-0.312206223,25.82155047,95.98159045,2
25.47957752,52.27808367,805.7709453,0,33.20963312,1.351164804,0.691333543,0.070529265,0.849513198,2.862398358,-0.760946406,17.08687119,89.58766321,1
21.9707763,56.2318512,592.9785001,10,25.2567065,1.154710338,0.516006571,0.075420589,1.060925001,5.053061707,1.121516802,28.23601271,94.22167061,2
18.7627002,49.88094591,1036.920406,25,24.78358584,1.20098815,0.500144055,0.043012394,0.943142666,7.619014311,1.172488553,15.41489411,90.90608168,2
21.73178786,31.28254068,467.3707633,2,16.54658127,1.031690567,0.738871628,0.46980755,1.027011868,7.96109603,1.407517995,27.62336312,95.53958798,2
21.90219986,54.49245155,819.9122262,48,21.01299369,1.659816532,0.664331692,0.308852785,0.882878774,4.45056041,-1.937197316,5.014685317,95.86952427,2
26.75527414,58.64695508,567.1128274,12,14.1252409,2.199774888,0.478347931,0.047783567,1.089460793,6.784834621,1.398966742,15.18021942,91.6348018,2
25.65068966,46.66996242,453.6525028,31,20.53513218,2.259379426,0.402298131,0.22249214,0.923921127,2.680415694,-1.032884773,6.471308852,84.65018376,2
28.64655291,60.29182288,802.3471497,47,27.39982726,2.487449912,0.993833779,0.186068237,1.07541744,2.286283098,1.340335443,9.770159409,91.02512284,2
23.6665791,39.08005197,799.6497247,49,21.76077393,0.677636542,0.790117289,0.08261978,0.857283302,3.099572409,1.34535456,15.96423458,85.2882627,1
19.43513095,38.85106364,965.5207213,22,17.56615518,0.928516525,0.286098128,0.412788828,0.853477753,5.175078711,-1.107575438,22.05065887,80.39587961,0
26.55893745,36.45667951,995.8005544,22,30.34766192,1.960413943,0.362954505,0.390047011,0.939073671,5.90963051,-1.016106725,12.75635958,97.86309787,2
27.12942058,44.87979039,982.233191,29,13.62328639,1.790481045,0.904319803,0.237396509,1.198873747,2.792703637,-1.351860884,10.79930171,87.96739099,2
24.73532637,63.88048142,727.6469863,5,19.44460784,0.767731443,0.69474627,0.266009209,1.144417465,5.517393282,-1.285356861,26.26503769,88.2814687,2
27.25160616,63.11648249,905.3518298,6,34.34441812,1.762036059,0.379677554,0.223851088,1.048307808,9.284265574,1.819424501,6.364316338,89.85902457,2
23.92554716,45.31296832,861.5561941,46,34.01964886,1.312923718,0.427789273,0.279999786,0.923538103,6.754190384,-0.460958265,26.1357582,93.61922396,2
24.27279395,53.56474944,737.2494049,29,5.1885385,2.41371897,0.441016898,0.36895607,0.86561724,4.463819032,-1.840802039,5.659935147,93.63341994,2
23.13049222,58.83265266,877.7701553,36,20.96700227,2.210485626,0.267665677,0.439225468,1.097564515,3.505077851,-0.682623519,5.239980764,89.95343491,2
18.30502952,39.64827099,1157.798301,47,15.10757777,0.64648456,0.560051856,0.300236755,0.881655575,6.099631279,-1.805343929,28.40496407,94.63459529,2
19.29469712,36.72564344,554.3149949,31,13.73671609,0.679979264,0.789013579,0.071640645,0.964571097,3.919702963,1.926085408,13.51325221,83.81650582,0
18.37715023,68.88383973,1124.617677,5,22.88756536,1.334113611,0.607653954,0.388307153,1.011677687,9.540658631,0.660242456,9.120334831,95.27895437,2
25.63692494,54.70229253,442.7644112,34,18.3891297,0.516742333,0.690347755,0.192416652,0.837018549,4.619554689,0.049369722,9.627255148,82.12848891,0
21.77227177,69.25662887,646.7113703,31,26.98526245,0.688773828,0.635847749,0.318640152,1.111751066,2.360820837,-1.549753033,21.17116466,91.8086614,2
24.10284829,43.51023949,630.5161989,11,5.814025711,2.365191311,0.153005886,0.107308632,1.176511086,8.268692196,-0.934508927,25.66019758,80.17447052,0
28.89079769,58.121268,901.0920863,3,32.8067254,2.084863664,0.269254055,0.090070537,0.858669286,8.331311106,1.083012679,16.24699553,97.79687843,2
20.99150675,38.90414546,504.9799614,31,22.02779876,1.84541796,0.415313593,0.035810323,1.147024568,9.121359971,1.607725351,10.63997065,91.59788668,2
22.92459508,40.44800685,1105.878089,34,25.52200107,2.160474467,0.900311503,0.164083261,0.99388468,8.553621117,1.281857618,12.81628584,96.53556841,2
27.06661366,50.47608485,1062.841127,47,23.13759424,1.000109711,0.413823101,0.302600481,0.854313341,4.376485085,0.674570989,9.982067842,90.18542688,1
20.74557799,42.78472502,921.6526557,15,34.67394819,1.951133925,0.394405275,0.166199944,1.043124322,8.0958644,0.171240076,9.764730253,97.90248336,2
18.92375892,36.70486255,766.7310654,14,34.58895324,1.731134311,0.172527981,0.128030944,1.172101712,8.86617254,-0.141333094,18.96391296,89.66532869,2
21.47701743,40.51522808,1146.364834,40,23.29674305,2.197294833,0.97487135,0.497484159,1.182955239,8.763938401,-1.370535663,18.16131176,87.5525899,1
19.93465545,31.42993578,1064.597244,1,25.51889884,1.065374862,0.800694703,0.499432436,1.087908362,5.637107413,-1.526979939,21.85866334,93.61936916,2
29.15637183,58.17694486,799.4521185,5,23.55709536,2.027431595,0.789334504,0.306424388,0.997429397,7.621002285,1.229996288,9.377921881,81.87586726,2
27.69744455,49.68466628,961.4986836,13,14.32042772,2.205302808,0.445334963,0.168559666,0.8746735,9.436858393,1.158072435,6.008974872,84.68769545,2
25.60084508,33.76972266,853.5439617,40,10.77840669,1.598013749,0.170532509,0.432198143,1.039974519,7.004506466,-1.928617285,19.17699047,90.13365675,1
28.45752708,36.86775973,870.3537907,28,17.08289455,1.327570478,0.337168242,0.371027117,1.045356156,4.572855949,0.08053259,26.97768172,87.2896585,2
27.64406492,34.10138152,664.7808555,41,25.48270467,2.397305153,0.86760968,0.311809755,0.844434939,2.646084584,-1.393776562,22.80149974,88.81298882,2
20.23884071,54.50371233,769.6676837,25,6.679320629,0.837939232,0.262268119,0.455044659,0.901511405,2.894822215,1.067573454,10.51197906,95.36548722,2
28.71070798,33.76841454,462.4971446,17,20.4291562,0.572546086,0.90482463,0.228203063,0.922934087,5.843215486,-1.265344087,15.59447937,83.52951261,2
24.4721069,60.17129332,685.8789533,46,17.25191982,0.858280528,0.582179064,0.135173595,1.143852298,6.839168747,0.050409021,10.38992247,82.01574187,2
27.68928186,30.82043677,956.6628123,3,20.82454524,1.866907932,0.743082876,0.483852045,1.033379052,3.432955857,0.692587666,9.228741654,88.42073939,2
28.7530956,39.97503152,1162.572824,36,30.80679899,2.077891878,0.508277256,0.431519741,0.897566761,3.501036564,-0.438281927,26.92324199,83.93408912,0
21.8160417,65.62666704,1170.45129,37,6.428304127,1.93365514,0.939078434,0.456911929,0.924020805,2.929258314,0.684992872,8.809500284,80.32804471,0
19.32062309,58.74125272,844.5782953,24,27.90872148,1.339733108,0.315692499,0.459921056,0.858358775,4.546966056,1.656328718,22.41860172,92.88899532,2
20.73522195,32.91873332,885.2978014,46,25.00729676,2.435147089,0.615190087,0.197480336,0.817705874,6.632507927,0.879048748,13.78662285,87.71438719,2
23.12529346,62.84504418,548.5769484,28,11.11543943,1.388603842,0.162204412,0.431795909,1.003897924,7.4853996,-0.709263971,11.46585835,92.88607677,2
27.81617719,49.72140486,956.2464865,33,27.02551009,2.462609875,0.532384518,0.445746915,0.812736808,9.286053629,-0.591508998,28.32223881,83.70371967,2
28.328767,63.87132109,456.5270341,15,19.89115841,2.336232914,0.975442917,0.278317284,1.19681743,6.773243984,-0.661680702,27.09016731,85.44650533,2
18.08342557,54.02959098,627.7485486,36,19.43074387,1.314288905,0.179318372,0.316376281,1.108934964,3.848905385,-0.07923604,10.65654003,91.74696167,2
24.12896763,57.27332128,934.6906778,29,19.49211545,0.822017279,0.556050727,0.292973179,1.111148757,7.818992238,-1.638902472,15.29610911,92.10485653,2
23.00893204,69.74006242,648.2481052,22,33.47702187,0.679674819,0.64207568,0.017853454,1.10180631,9.145432649,-1.918662493,22.63295137,93.46427402,2
20.66529373,39.29342184,439.8774993,35,33.33093519,1.562949904,0.938571271,0.272411099,1.056444253,3.678341362,-0.759868771,25.31762417,81.8732781,2
19.43838441,54.95782299,1065.496327,27,32.4082414,2.026415921,0.367672782,0.028539998,0.827988532,8.188167949,1.268484422,15.96060377,94.82541165,2
22.05138206,48.4128556,648.2640057,0,31.60226221,0.852095391,0.552646573,0.231026174,0.982393967,8.455215121,1.474000288,27.85043863,90.59909329,1
29.31491645,31.57807812,450.4841799,7,6.127642747,1.136421877,0.988476267,0.032386175,0.911584192,4.451050435,0.992246079,15.42762829,82.15289481,0
21.87843518,30.57882566,459.8305316,41,17.01784781,1.761062942,0.792117101,0.233125216,0.91929076,6.001226824,-1.262328327,7.674138921,87.89413101,1
24.22548746,34.76914311,601.407039,14,31.84631191,1.421736543,0.82937312,0.159326983,0.948283686,5.321593772,-0.025094401,29.56262155,86.81275921,2
26.43622751,55.96366962,542.4127578,33,27.65379667,1.707735556,0.802460148,0.389223314,0.928265257,4.003504332,0.030078005,28.25187231,83.07945174,2
22.36355523,52.68652352,1019.440094,18,18.69979407,1.852735171,0.563703421,0.24475954,1.064882598,6.123653615,-1.233295985,24.32553442,95.68131056,2
29.66138499,52.13718245,657.3472373,43,28.19759112,1.261390188,0.490918661,0.260926495,0.802980482,8.996115364,-0.533629895,27.30912325,89.98613039,2
29.54936754,31.2742705,1043.756628,29,11.24557477,2.071932595,0.32933186,0.452806109,0.946508948,2.569559628,-0.822220724,21.17640393,88.2366535,1
21.02138755,48.77211985,539.0767983,9,22.99397736,1.905730171,0.519370157,0.246326304,1.177779264,9.291554843,-0.987782796,15.05090518,83.05693361,0
23.96698207,66.98491271,794.3033436,43,20.98994846,1.875106457,0.118452129,0.086622105,0.903152877,2.442308109,-0.375149677,14.36829442,90.89637787,1
21.61053972,45.90367477,950.4297068,26,22.20641066,0.798967045,0.187399891,0.06516294,1.048530652,5.569078722,-0.727317141,12.65367099,82.20986537,0
21.41808593,54.99689879,921.5926831,19,26.6538626,1.448471194,0.358531842,0.159852841,1.024168436,2.212950602,1.713983164,22.12482401,89.50972388,2
18.44264337,61.19274702,880.9035279,24,33.49406274,1.654345835,0.400266618,0.140034733,0.995710102,7.783077953,0.519342928,12.42388207,85.70771391,2
25.31477201,61.35701117,1139.857282,8,12.92035304,0.952772436,0.736765604,0.411062687,0.848874029,2.903464882,0.324468149,13.5496938,90.40562465,2
24.03214828,50.7712033,582.8201182,39,27.74152326,2.017134179,0.254442175,0.381853063,1.134335228,8.681977874,-0.328692725,17.48184966,92.2528172,2
18.61774501,64.31807782,794.9753636,33,24.35422906,0.742161387,0.816195544,0.03872566,1.026909715,9.186137795,-0.180881601,16.14895544,97.05018507,2
21.34375757,45.65512373,1107.19404,20,25.85435202,0.79971499,0.820721405,0.108489725,1.015448836,5.225544789,-0.19742809,6.216172757,91.01042496,2
28.89919063,65.54772859,462.3150125,23,17.86758995,1.326638591,0.62833368,0.229924487,1.179686748,9.887421883,-1.929918099,15.75099435,86.08329773,2
20.87474269,39.60908666,444.7106146,6,33.33735789,0.770689602,0.542346867,0.052727174,0.833120147,5.178987736,1.831842551,17.22756766,95.08157758,2
19.73873847,41.20865628,586.64183,3,19.3896875,0.523287904,0.520658989,0.091446708,0.996617909,5.659024092,0.864269868,18.93300727,92.24909861,2
23.87343312,32.12482497,906.4169756,7,8.647753682,1.322803859,0.478485231,0.455138179,1.082405533,5.355650506,0.189235066,26.73414495,87.51566006,2
29.82780545,61.82327346,607.9037012,12,25.42078942,1.79710428,0.179717442,0.275186315,1.118861102,6.357191871,-1.053971879,13.69889604,80.99769656,2
20.90466326,46.68220945,552.191907,20,8.866073413,1.490276599,0.689899192,0.400356338,0.800349301,9.357073653,-1.982679401,22.51341271,94.7688582,2
26.06562657,39.16466456,767.0418523,34,14.68025004,0.604359395,0.619567002,0.17196887,1.072877293,2.86298873,-0.886603239,27.92472896,93.19114742,2
27.13943538,39.2716111,890.878455,4,11.84017032,0.964930674,0.114190754,0.193646966,1.182282329,5.155640573,1.129010391,28.28087028,88.3642694,1
20.85165053,66.05599765,598.8461656,7,21.16803182,1.548697253,0.282426189,0.430592698,1.092095525,4.853538007,1.884953136,28.47499056,90.15801899,2
26.73859618,63.35666402,640.5529494,1,15.4251165,1.976185545,0.492691862,0.332018625,0.967613206,2.799274191,1.039613518,25.99058581,93.92639795,2
22.41339759,52.14123541,890.8474438,23,9.795597105,2.087833929,0.911176977,0.342406876,1.150402914,8.206806641,-0.273598396,18.90034649,88.5161973,2
25.58766997,54.64443202,1156.590738,41,28.72443093,1.538736955,0.991250894,0.323080952,1.151450455,3.108074213,1.390219647,22.67107173,91.72145015,2
25.60235653,48.97302282,939.793382,15,19.05474861,1.792254908,0.776193674,0.275155715,1.075286085,2.374283399,1.983731916,6.720561032,88.63383306,2
24.42929621,45.66666172,1026.323315,3,18.63347119,2.306834711,0.774407589,0.49565335,1.066435185,9.788799004,-0.76792147,9.664591086,91.23882502,2
19.08347724,66.61907525,693.4480758,29,31.5908886,0.630397481,0.473747151,0.448162399,0.937752336,7.578235885,-0.360972883,29.7517222,89.18854834,2
28.02362995,35.02450814,617.8034875,45,21.16473081,0.698345107,0.613855215,0.358342617,0.897000286,7.837823255,-0.273120266,5.628803645,84.74479836,0
21.84936078,46.73787159,763.4141946,29,26.29688288,1.415720168,0.309535399,0.342297152,1.051924854,6.600341771,-0.465846958,5.749920463,91.3376356,2
20.23822212,43.78247632,1045.706263,34,14.84196283,1.719469286,0.764336791,0.051289754,0.803152944,3.370735768,0.575059626,10.95906297,88.58937575,2
18.4893017,49.92602881,765.0397134,41,21.83868471,0.509268372,0.153806188,0.247740079,1.137199185,6.272132129,1.487288254,19.09987506,84.86212543,0
25.09071532,48.30527498,1077.380327,12,26.79244059,1.405096661,0.475521644,0.253043387,1.161079084,8.213819799,1.463875691,9.970016038,95.66405894,2
26.13077234,50.75558127,1191.017585,36,13.8941601,0.845521778,0.848225392,0.03545022,0.865609841,7.667882687,-1.586850468,7.560316678,86.31244222,1
18.19905395,35.59675909,457.6213326,48,25.65602446,1.790209285,0.981873635,0.380244702,1.029002113,7.134410745,-1.882526129,8.650918025,85.66150428,2
24.1451167,50.52566006,436.3281249,48,22.06289492,1.035471141,0.726902752,0.010963527,0.871307077,2.65825508,-0.256976999,16.56851148,80.89129509,0
20.7179493,39.69675256,519.6717623,10,18.0257949,2.303876255,0.277539076,0.218352393,0.99780775,7.180634675,-1.426284577,18.23291823,82.53473224,0
25.74207348,37.37325396,707.4957406,18,26.38908685,0.627694881,0.613966187,0.452593074,1.055370243,2.537425222,-1.720498416,11.28054937,87.39368832,2
20.09239715,32.59336875,504.8337673,17,14.50713109,2.118412106,0.604461631,0.176775808,0.956214711,9.341508409,-1.569264398,28.84648736,90.24671951,2
26.29125286,60.50610235,1096.531582,16,26.4350824,1.284655104,0.969188463,0.295497027,1.157931499,8.833804313,0.539415424,25.24815053,81.22607168,0
22.64082416,47.09767683,418.5170008,10,21.53342222,2.214321172,0.856168039,0.16089778,1.156474211,2.186951057,-0.598385488,16.75619005,90.70293943,2
29.24075986,55.06574733,652.6341731,14,12.36811565,2.130245216,0.144110323,0.097700961,1.01229402,3.710679326,0.52575551,9.157993146,90.32821583,1
19.65025133,59.10373373,547.7557036,7,25.04826401,0.97858539,0.298083875,0.367709259,1.03218832,6.553904619,-1.814817755,27.28165598,80.9250267,2
